rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint
11	hard	ligprep.rdkit_valence	3G0E		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] sanitize [02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3G0E/ligands_raw/B49_A9000.sanitized.sanitized.pdb: [02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4AG8/ligands_raw/AXI_A2000.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.
12	hard	ligprep.rdkit_valence	5I96		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:32] sanitize [02:05:32] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/69Q_B502.sanitized.sanitized.pdb: [02:05:32] DEPRECATION WARNING: please use MorganGenerator	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.
13	hard	ligprep.rdkit_valence	3LXK		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:36] sanitize [02:05:36] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/ligands_raw/MI1_A1125.sanitized.sanitized.pdb: Saved fixed PDB to /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4ASD_NOLIG/work/4ASD_NOLIG_elemfix.pdb	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.
14	hard	ligprep.rdkit_valence	2XP2		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:36] sanitize [02:05:36] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2XP2/ligands_raw/VGH_A9000.sanitized.sanitized.pdb: Saved fixed PDB to /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_C301.sanitized.pdb	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.
15	hard	ligprep.rdkit_valence	5MO4		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:41] sanitize [02:05:41] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5MO4/ligands_raw/NIL_A601.sanitized.sanitized.pdb: WARNING:root:Phenix not available; skipping pdbtools polish	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.
16	soft	ligprep.obabel_h_charge	3WZD		OpenBabel H/charge warning(s)	5		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:33] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZD/ligands_raw/DTT_A1203.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
17	soft	ligprep.obabel_h_charge	3CS9		OpenBabel H/charge warning(s)	4		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_A600.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
18	soft	ligprep.obabel_h_charge	3ZOS		OpenBabel H/charge warning(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZOS/ligands_raw/0LI_A1004.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
19	soft	ligprep.obabel_h_charge	6U4J		OpenBabel H/charge warning(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_B504.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
20	soft	ligprep.obabel_h_charge	5I96		OpenBabel H/charge warning(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:32] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/69Q_B502.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
21	soft	ligprep.obabel_h_charge	5L7I		OpenBabel H/charge warning(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:35] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5L7I/ligands_raw/MPG_B1204.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
22	soft	render.enqueue_none	4U2P		Controls/RDK not enqueued	2	2025-10-08 02:15:11	docked/4U2P/protein.log	2025-10-08 02:04:57,254 - INFO - [render-enqueue] 4U2P bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U2P/receptor/4U2P_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4U2P.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.
23	soft	ligprep.obabel_h_charge	4XUF		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:30] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_B1001.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
24	soft	ligprep.obabel_h_charge	6O0K		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0K/ligands_raw/LBM_A301.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
25	soft	ligprep.obabel_h_charge	4U5J		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_A601.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
26	soft	ligprep.obabel_h_charge	3WZE		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZE/ligands_raw/DTT_A1203.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
27	soft	ligprep.obabel_h_charge	5MO4		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5MO4/ligands_raw/AY7_A602.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
28	soft	ligprep.obabel_h_charge	6WTN		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6WTN/ligands_raw/RXT_A1204.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
29	soft	ligprep.obabel_h_charge	3G0E		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3G0E/ligands_raw/B49_A9000.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
30	soft	ligprep.obabel_h_charge	6JQR		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/CXS_A1007.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
31	soft	ligprep.obabel_h_charge	6O0L		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_C301.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
32	soft	ligprep.obabel_h_charge	4XV2		OpenBabel H/charge warning(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_A801.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
33	soft	render.enqueue_none	2025		Controls/RDK not enqueued	1	2025-10-08 02:15:11	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	2025-10-08 02:15:11,976 - INFO - [render-enqueue] 4U2P bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U2P_NOLIG/receptor/4U2P_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4U2P.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.
34	soft	ligprep.obabel_h_charge	2WGJ		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:30] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2WGJ/ligands_raw/VGH_A2346.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
35	soft	ligprep.obabel_h_charge	3OG7		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:30] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OG7/ligands_raw/032_A1.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
36	soft	ligprep.obabel_h_charge	4ASD		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4ASD/ligands_raw/BAX_A1500.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
37	soft	ligprep.obabel_h_charge	3OXZ		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OXZ/ligands_raw/0LI_A1.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
38	soft	ligprep.obabel_h_charge	3ERT		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ERT/ligands_raw/OHT_A600.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
39	soft	ligprep.obabel_h_charge	4RT7		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:31] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4RT7/ligands_raw/P30_A1001.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
40	soft	ligprep.obabel_h_charge	3LXK		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:36] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/ligands_raw/MI1_A1125.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
41	soft	ligprep.obabel_h_charge	2XP2		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:36] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2XP2/ligands_raw/VGH_A9000.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
42	soft	ligprep.obabel_h_charge	6ADQ		OpenBabel H/charge warning(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251008_020419.log	[02:05:39] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6ADQ/ligands_raw/CDL_T201.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Run Reduce/OpenBabel addH; if Reduce already ran, try -nohyd branch then addH fallback.
