rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint	step	paths
11	hard	ligprep.rdkit_valence	6JQR		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:57] sanitize [20:52:57] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/C6F_A1001.sanitized.sanitized.pdb: [20:52:57] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZOS/ligands_raw/0LI_A1000.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/SO4_A1004.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/SO4_A1003.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/GOL_A1005.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/SO4_A1002.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/CXS_A1007.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/GOL_A1006.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/GOL_A1008.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/C6F_A1001.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/CXS_A1007.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/ligands_raw/C6F_A1001.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/C6F_A1001.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/CXS_A1007.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/CXS_A1007.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/C6F_A1001.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
12	hard	ligprep.rdkit_valence	6U4J		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:58] sanitize [20:52:58] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_A503.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/FLC_B503.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_B504.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_A503.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_A503.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/PWV_B504.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6U4J/ligands_raw/FLC_B503.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6U4J/PWV_A503.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6U4J/PWV_B504.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6U4J/PWV_B504.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6U4J/PWV_A503.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6U4J/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6U4J/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
13	hard	dock.no_score	3ZBF	rdk_0002898.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:23:02	docked/3ZBF/protein.log	2025-10-14 21:23:02,479 - WARNING - No score for rdk_0002898.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
14	hard	dock.no_score	3ZBF	rdk_0003480.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:21:38	docked/3ZBF/protein.log	2025-10-14 21:21:38,297 - WARNING - No score for rdk_0003480.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
15	hard	dock.no_score	3ZBF	rdk_0003045.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:20:06	docked/3ZBF/protein.log	2025-10-14 21:20:06,487 - WARNING - No score for rdk_0003045.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
16	hard	dock.no_score	3ZBF	rdk_0002965.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:14:53	docked/3ZBF/protein.log	2025-10-14 21:14:53,963 - WARNING - No score for rdk_0002965.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
17	hard	dock.no_score	3ZBF	rdk_0003776.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:09:20	docked/3ZBF/protein.log	2025-10-14 21:09:20,568 - WARNING - No score for rdk_0003776.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
18	hard	dock.no_score	3ZBF	rdk_0004318.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:08:28	docked/3ZBF/protein.log	2025-10-14 21:08:28,207 - WARNING - No score for rdk_0004318.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
19	hard	dock.no_score	3ZBF	rdk_0002968.pdbqt	No score for 1 ligand(s)	1	2025-10-14 21:08:28	docked/3ZBF/protein.log	2025-10-14 21:08:28,207 - WARNING - No score for rdk_0002968.pdbqt	Check ligand_prep_status.tsv for this ligand; verify docking ran; inspect pocket center/grid logs.	dock.score	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
20	hard	ligprep.rdkit_valence	3LXK		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:55] sanitize [20:52:55] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/ligands_raw/MI1_A1125.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/ligands_raw/MI1_A1125.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/ligands_raw/MI1_A1125.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3LXK/MI1_A1125.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3LXK/MI1_A1125.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3LXK/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
21	hard	ligprep.rdkit_valence	3ZBF		RDKit sanitize/valence/kekulize error(s)	1		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:55] sanitize [20:52:55] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/ligands_raw/VGH_A3000.sanitized.sanitized.pdb: [20:52:55] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2WGJ/ligands_raw/VGH_A2346.sanitized.sanitized.pdb: Warning - no explicit hydrogens in mol2 file but needed for formal charge estimation.	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/ligands_raw/VGH_A3000.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/ligands_raw/VGH_A3000.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/ligands_raw/VGH_A3000.sanitized.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/VGH_A3000.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/VGH_A3000.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
