pdb_id,variant,ph,engine,stage,stage_dir,ligand_file,posebusters_pass,posebusters_reason,mol_pred_loaded,sanitization,passes_valence_checks,internal_steric_clash,bond_lengths,bond_angles,most_extreme_clash_protein,most_extreme_relative_distance_protein,file,molecule,position,mol_cond_loaded,inchi_convertible,all_atoms_connected,no_radicals,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,mol_true_loaded,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters
EX4M,HOLO,pH7_0,gnina,stage3,gnina_stage3,KEU_B610.sanitized_gnina_stage3.sdf,False,,True,False,False,,,,0,False,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/gnina_stage3/KEU_B610.sanitized_gnina_stage3.sdf,/home/michael/atlas/code/protein_automation/docked/full_fast_consenuss/EX4M/HOLO/pH7_0/gnina_stage3/KEU_B610.sanitized_gnina_stage3.pdbqt,0.0,True,False,True,True,,,,,True,True,True,True,True,True,True,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,2.7967103890106357,0.0,7.0,1642.0,O,N,1.55,1.6,3.1500000000000004,2.7967103890106357,3.1500000000000004,0.8878445679398841,False,,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0113975876950315,,,,,,
EX4M,HOLO,pH7_0,gnina,stage3,gnina_stage3,decoys_final_00016_gnina_stage3.sdf,False,,True,True,True,True,True,True,False,0.8772205240534501,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/gnina_stage3/decoys_final_00016_gnina_stage3.sdf,ZINC08994462,0.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,29.0,0.95412023500171,1.0565136632742629,0.0,0.0,41.0,1.054511397802245,0.0,281.0,0.9878673740023592,0.0,29.0,41.0,281.0,3.0,3.0,0.0023421684546944,0.0,0.0,,0.0,0.0,,9.0,119.63484993014008,63.59883146739028,1.8810856610074944,2.763244650768368,0,1,1642.0,O,N,1.55,1.6,3.1500000000000004,2.763244650768368,3.1500000000000004,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0163528245787908,,,
EX4M,APO,pH7_0,vina,stage1,stage1,actives_final_00001_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,actives_final_00002_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,actives_final_00003_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,actives_final_00004_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,actives_final_00005_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00001_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00002_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00003_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00004_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00005_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00006_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00007_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00008_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00009_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00010_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00011_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00012_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00013_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00014_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00015_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00016_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00017_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00018_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00019_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00020_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00021_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00022_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00023_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00024_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00025_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00026_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00027_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00028_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00029_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00030_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00031_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00032_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00033_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
