rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint	step	paths
11	soft	render.enqueue_none	2XP2	2XP2_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:11	docked/2XP2/protein.log	2025-10-11 23:33:11,716 - INFO - [render-enqueue] 2XP2 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2XP2_NOLIG/receptor/2XP2_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/2XP2.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2XP2/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2XP2/protein.log
12	soft	render.enqueue_none	2XP2	2XP2_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:11	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:33:11,716 - INFO - [render-enqueue] 2XP2 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2XP2_NOLIG/receptor/2XP2_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/2XP2.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2XP2/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2XP2/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
13	soft	render.enqueue_none	3ZOS	3ZOS_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:04	docked/3ZOS/protein.log	2025-10-11 23:33:04,141 - INFO - [render-enqueue] 3ZOS bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZOS_NOLIG/receptor/3ZOS_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZOS.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZOS/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZOS/protein.log
14	soft	render.enqueue_none	3ZOS	3ZOS_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:04	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:33:04,141 - INFO - [render-enqueue] 3ZOS bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZOS_NOLIG/receptor/3ZOS_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZOS.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZOS/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZOS/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
15	soft	render.enqueue_none	6WTN	6WTN_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:03	docked/6WTN/protein.log	2025-10-11 23:33:03,706 - INFO - [render-enqueue] 6WTN bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6WTN_NOLIG/receptor/6WTN_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6WTN.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6WTN/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6WTN/protein.log
16	soft	render.enqueue_none	6WTN	6WTN_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:03	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:33:03,706 - INFO - [render-enqueue] 6WTN bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6WTN_NOLIG/receptor/6WTN_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6WTN.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6WTN/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6WTN/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
17	soft	render.enqueue_none	4U5J	4U5J_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:02	docked/4U5J/protein.log	2025-10-11 23:33:02,899 - INFO - [render-enqueue] 4U5J bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J_NOLIG/receptor/4U5J_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4U5J.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4U5J/protein.log
18	soft	render.enqueue_none	4U5J	4U5J_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:02	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:33:02,899 - INFO - [render-enqueue] 4U5J bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J_NOLIG/receptor/4U5J_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4U5J.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4U5J/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
19	soft	render.enqueue_none	5L2I	5L2I_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:00	docked/5L2I/protein.log	2025-10-11 23:33:00,839 - INFO - [render-enqueue] 5L2I bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5L2I_NOLIG/receptor/5L2I_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5L2I.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5L2I/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/protein.log
20	soft	render.enqueue_none	5L2I	5L2I_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:33:00	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:33:00,839 - INFO - [render-enqueue] 5L2I bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5L2I_NOLIG/receptor/5L2I_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5L2I.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5L2I/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
21	soft	render.enqueue_none	4XUF	4XUF_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:56	docked/4XUF/protein.log	2025-10-11 23:32:56,809 - INFO - [render-enqueue] 4XUF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF_NOLIG/receptor/4XUF_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4XUF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XUF/protein.log
22	soft	render.enqueue_none	5I96	5I96_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:56	docked/5I96/protein.log	2025-10-11 23:32:56,598 - INFO - [render-enqueue] 5I96 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96_NOLIG/receptor/5I96_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5I96.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5I96/protein.log
23	soft	render.enqueue_none	5I96	5I96_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:56	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:56,598 - INFO - [render-enqueue] 5I96 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96_NOLIG/receptor/5I96_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5I96.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5I96/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
24	soft	render.enqueue_none	4XUF	4XUF_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:56	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:56,809 - INFO - [render-enqueue] 4XUF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF_NOLIG/receptor/4XUF_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4XUF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XUF/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
25	soft	render.enqueue_none	3ZBF	3ZBF_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:55	docked/3ZBF/protein.log	2025-10-11 23:32:55,689 - INFO - [render-enqueue] 3ZBF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF_NOLIG/receptor/3ZBF_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZBF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
26	soft	render.enqueue_none	4RT7	4RT7_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:55	docked/4RT7/protein.log	2025-10-11 23:32:55,515 - INFO - [render-enqueue] 4RT7 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4RT7_NOLIG/receptor/4RT7_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4RT7.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4RT7/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4RT7/protein.log
27	soft	render.enqueue_none	4RT7	4RT7_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:55	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:55,515 - INFO - [render-enqueue] 4RT7 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4RT7_NOLIG/receptor/4RT7_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4RT7.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4RT7/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4RT7/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
28	soft	render.enqueue_none	3ZBF	3ZBF_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:55	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:55,689 - INFO - [render-enqueue] 3ZBF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF_NOLIG/receptor/3ZBF_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZBF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
29	soft	render.enqueue_none	3OXZ	3OXZ_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:54	docked/3OXZ/protein.log	2025-10-11 23:32:54,228 - INFO - [render-enqueue] 3OXZ bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OXZ_NOLIG/receptor/3OXZ_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3OXZ.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3OXZ/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/protein.log
30	soft	render.enqueue_none	3OXZ	3OXZ_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:54	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:54,228 - INFO - [render-enqueue] 3OXZ bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OXZ_NOLIG/receptor/3OXZ_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3OXZ.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3OXZ/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
31	soft	render.enqueue_none	3ERT	3ERT_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:39	docked/3ERT/protein.log	2025-10-11 23:32:39,541 - INFO - [render-enqueue] 3ERT bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ERT_NOLIG/receptor/3ERT_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ERT.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ERT/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/protein.log
32	soft	render.enqueue_none	3ERT	3ERT_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:32:39	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:32:39,541 - INFO - [render-enqueue] 3ERT bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ERT_NOLIG/receptor/3ERT_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ERT.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ERT/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
33	soft	render.enqueue_none	2HYY	2HYY_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:31:10	docked/2HYY/protein.log	2025-10-11 23:31:10,715 - INFO - [render-enqueue] 2HYY bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY_NOLIG/receptor/2HYY_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/2HYY.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2HYY/protein.log
34	soft	render.enqueue_none	2HYY	2HYY_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:31:10	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log	2025-10-11 23:31:10,715 - INFO - [render-enqueue] 2HYY bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY_NOLIG/receptor/2HYY_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/2HYY.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2HYY/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251011_232617.log
35	soft	render.enqueue_none	3CS9	3CS9_NOLIG_cleaned	Controls/RDK not enqueued	1	2025-10-11 23:31:08	docked/3CS9/protein.log	2025-10-11 23:31:08,123 - INFO - [render-enqueue] 3CS9 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9_NOLIG/receptor/3CS9_NOLIG_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3CS9.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3CS9/protein.log
