category,gene,pdb_id,rank_score,resolution,method,forced_included,valid_entry,nontrivial_comp_ids
DEFAULT,NR1H2,3KFC,66.300,2.400,X-RAY DIFFRACTION,true,true,61X
DEFAULT,CNR1,5U09,66.200,2.600,X-RAY DIFFRACTION,false,true,7DY
DEFAULT,DRD2,6CM4,66.064,2.867,X-RAY DIFFRACTION,true,true,8NU;OLA
DEFAULT,SLC6A4,5I6X,65.880,3.140,X-RAY DIFFRACTION,true,true,CLR;LMT;8PR
DEFAULT,RARA,3A9E,65.500,2.750,X-RAY DIFFRACTION,true,true,754;REA
DEFAULT,GHSR,7F83,65.480,2.940,X-RAY DIFFRACTION,true,true,OLC;1KQ
DEFAULT,NPY1R,5ZBQ,65.400,2.700,X-RAY DIFFRACTION,true,true,9AO
DEFAULT,TACR1,6J20,65.400,2.700,X-RAY DIFFRACTION,true,true,GBQ
DEFAULT,HTR2C,6BQG,65.000,3.000,X-RAY DIFFRACTION,true,true,ERM;OLC
DEFAULT,MC4R,6W25,65.000,2.750,X-RAY DIFFRACTION,true,true,OLA
DEFAULT,OPRK1,6B73,64.700,3.100,X-RAY DIFFRACTION,true,true,CVV;CLR;OLA
DEFAULT,NR1I2,1SKX,64.600,2.800,X-RAY DIFFRACTION,true,true,RFP
DEFAULT,AGTR2,5UNF,64.600,2.800,X-RAY DIFFRACTION,true,true,8ES
DEFAULT,CCKAR,7F8U,64.600,2.800,X-RAY DIFFRACTION,true,true,1OE
DEFAULT,ADORA1,5UEN,63.400,3.200,X-RAY DIFFRACTION,true,true,DU1;OLA
DEFAULT,AVPR2,4JQI,63.200,2.600,X-RAY DIFFRACTION,true,true,PRO
DEFAULT,NPY1R,5ZBH,63.000,3.000,X-RAY DIFFRACTION,false,true,9AF
DEFAULT,AGTR1,6DO1,62.292,2.901,X-RAY DIFFRACTION,true,true,OLC
DEFAULT,NR1I3,1XVP,62.200,2.600,X-RAY DIFFRACTION,true,true,F15;CID
DEFAULT,DRD2,7DFP,62.200,3.100,X-RAY DIFFRACTION,false,true,SIP
DEFAULT,DRD1,7JOZ,58.000,3.800,X-RAY DIFFRACTION,true,true,VFP;1PE
DEFAULT,NR3C1,7PRV,57.400,2.700,X-RAY DIFFRACTION,false,true,GW6
DEFAULT,CHRM5,9EJZ,55.520,2.060,ELECTRON MICROSCOPY,false,true,A1BKS;ACH
DEFAULT,SLC6A3,9EO4,54.720,2.660,ELECTRON MICROSCOPY,true,true,CLR;Y01;COC
DEFAULT,CACNA1B,7MIX,54.000,3.000,ELECTRON MICROSCOPY,true,true,Y01;CLR;3PE;PT5
DEFAULT,DRD1,9LLG,53.840,2.770,ELECTRON MICROSCOPY,false,true,CLR;A1EKL;PLM
DEFAULT,NTSR1,7UL2,52.800,2.400,ELECTRON MICROSCOPY,true,true,Q6Q
DEFAULT,HRH2,8YN3,52.520,2.560,ELECTRON MICROSCOPY,true,true,HSM;CLR
DEFAULT,SLC6A3,8VBY,52.480,3.190,ELECTRON MICROSCOPY,false,true,42L;A1AAF;Y01;D10;LNK;HP6;D12;MYS;OCT
DEFAULT,HTR1A,7E2X,52.000,3.000,ELECTRON MICROSCOPY,true,true,J40;CLR;PLM
DEFAULT,GABRA1,6HUJ,51.680,3.040,ELECTRON MICROSCOPY,true,true,PIO;RI5;ABU
DEFAULT,DRD5,8IRV,51.200,3.100,ELECTRON MICROSCOPY,true,true,R5F;CLR;PLM
DEFAULT,OPRK1,22ES,50.560,2.430,ELECTRON MICROSCOPY,false,true,CLR
DEFAULT,CHRM4,9N09,50.440,2.570,ELECTRON MICROSCOPY,true,true,5XI
DEFAULT,HTR2B,7SRQ,50.400,2.700,ELECTRON MICROSCOPY,false,true,7LD
DEFAULT,HTR2C,8DPF,50.280,2.840,ELECTRON MICROSCOPY,false,true,T4U;CLR
DEFAULT,ADRA1A,8THK,50.200,2.600,ELECTRON MICROSCOPY,true,true,CGZ
DEFAULT,CRHR2,6PB1,49.600,2.800,ELECTRON MICROSCOPY,true,true,CLR;PLM
DEFAULT,ADRA2A,9CBL,49.600,2.800,ELECTRON MICROSCOPY,true,true,ALE
DEFAULT,ADRB2,9I52,49.600,2.800,ELECTRON MICROSCOPY,false,true,A1IZU
DEFAULT,AVPR1A,9UWI,49.600,2.800,ELECTRON MICROSCOPY,false,true,CLR
DEFAULT,AVPR1A,9XB1,49.600,2.800,ELECTRON MICROSCOPY,true,true,CLR
DEFAULT,CHRM3,8E9W,49.480,2.690,ELECTRON MICROSCOPY,true,true,WEC
DEFAULT,CHRM4,8E9X,49.400,2.700,ELECTRON MICROSCOPY,false,true,WEC
DEFAULT,SLC18A2,8JSW,49.280,2.840,ELECTRON MICROSCOPY,true,true,SRO
DEFAULT,ADORA3,8YH0,49.120,2.860,ELECTRON MICROSCOPY,true,true,NEC
DEFAULT,CNR1,6N4B,49.000,3.000,ELECTRON MICROSCOPY,false,true,KCA;CLR
DEFAULT,OPRD1,8F7S,49.000,3.000,ELECTRON MICROSCOPY,true,true,CLR;PLM
DEFAULT,HRH1,9LRB,48.840,2.770,ELECTRON MICROSCOPY,true,true,HSM
DEFAULT,DRD2,7JVR,48.600,2.800,ELECTRON MICROSCOPY,false,true,08Y
DEFAULT,CHRM4,7TRK,48.600,2.800,ELECTRON MICROSCOPY,false,true,IXO
DEFAULT,AVPR2,9U80,48.480,2.940,ELECTRON MICROSCOPY,false,true,A1ECE
DEFAULT,GHSR,7NA7,48.400,2.700,ELECTRON MICROSCOPY,false,true,CLR
DEFAULT,TACR1,7P00,48.320,2.710,ELECTRON MICROSCOPY,false,true,CLR
DEFAULT,AVPR2,9UVY,48.160,2.980,ELECTRON MICROSCOPY,false,true,A1IT8
DEFAULT,ADRA1A,9M4Q,48.080,2.990,ELECTRON MICROSCOPY,false,true,A1EM4
DEFAULT,ADRB2,8ZWG,48.040,2.870,ELECTRON MICROSCOPY,false,true,A1D9A
DEFAULT,HRH2,7UL3,48.000,3.000,ELECTRON MICROSCOPY,false,true,FO9
DEFAULT,ADRB2,8ZWF,48.000,3.000,ELECTRON MICROSCOPY,false,true,A1D9A
DEFAULT,ADRB3,9IJD,47.920,2.760,ELECTRON MICROSCOPY,true,true,CAU
DEFAULT,ADRA2A,6K41,47.800,2.900,ELECTRON MICROSCOPY,false,true,CZX
DEFAULT,HTR2B,7SRR,47.800,2.900,ELECTRON MICROSCOPY,false,true,7LD
DEFAULT,HTR7,7XTC,47.400,3.200,ELECTRON MICROSCOPY,true,true,8K3;CLR
DEFAULT,SLC18A2,8THR,47.040,3.120,ELECTRON MICROSCOPY,false,true,EBZ
DEFAULT,CNR1,6KPG,47.000,3.000,ELECTRON MICROSCOPY,false,true,8D0
DEFAULT,DRD3,7CMU,47.000,3.000,ELECTRON MICROSCOPY,true,true,G6L
DEFAULT,HTR6,7YS6,47.000,3.000,ELECTRON MICROSCOPY,true,true,SRO
DEFAULT,DRD3,9F33,46.600,3.050,ELECTRON MICROSCOPY,false,true,A1H9N
DEFAULT,TBXA2R,8XJN,46.520,3.060,ELECTRON MICROSCOPY,false,true,A1D5A
DEFAULT,ADRB2,8JJ8,46.400,3.200,ELECTRON MICROSCOPY,false,true,H98
DEFAULT,AVPR2,8WU1,46.400,3.200,ELECTRON MICROSCOPY,false,true,KCA
DEFAULT,ADORA3,9EHS,46.400,3.200,ELECTRON MICROSCOPY,false,true,A1BII
DEFAULT,HTR5A,7X5H,46.200,3.100,ELECTRON MICROSCOPY,false,true,8K3
DEFAULT,HCAR2,7XK2,46.200,3.100,ELECTRON MICROSCOPY,false,true,FI7
DEFAULT,HTR2B,7SRS,43.600,3.300,ELECTRON MICROSCOPY,true,true,7LD
DEFAULT,CACNA1C,2F3Y,38.400,1.450,X-RAY DIFFRACTION,true,true,
DEFAULT,GABBR1,4MQE,31.200,2.350,X-RAY DIFFRACTION,true,true,
DEFAULT,ACHE,1B41,27.920,2.760,X-RAY DIFFRACTION,true,true,
DEFAULT,GCGR,4ERS,27.404,2.637,X-RAY DIFFRACTION,true,true,
DEFAULT,SLC6A2,8HFE,15.000,2.500,ELECTRON MICROSCOPY,true,true,
DEFAULT,OPRM1,9WST,11.600,2.800,ELECTRON MICROSCOPY,true,true,
DEFAULT,TACR2,7XWO,11.400,2.700,ELECTRON MICROSCOPY,true,true,
DEFAULT,HTR3A,8AXD,11.160,2.980,ELECTRON MICROSCOPY,true,true,
DEFAULT,MC3R,8KIG,10.200,3.100,ELECTRON MICROSCOPY,true,true,
DEFAULT,BDKRB1,7EIB,10.000,3.000,ELECTRON MICROSCOPY,true,true,
DEFAULT,BDKRB2,7F2O,9.800,2.900,ELECTRON MICROSCOPY,true,true,
DEFAULT,EDNRA,8HCQ,8.920,3.010,ELECTRON MICROSCOPY,true,true,
DEFAULT,CCKBR,1L4T,-10.000,,SOLUTION NMR,true,true,
DEFAULT,KCNH2,1UJL,-10.000,,SOLUTION NMR,true,true,
DEFAULT,CRHR1,2L27,-10.000,,SOLUTION NMR,true,true,
DEFAULT,CHRNA4,2LLY,-10.000,,SOLUTION NMR,true,true,
