pdb_id,variant,ph,engine,stage,stage_dir,ligand_file,posebusters_pass,posebusters_reason,mol_pred_loaded,sanitization,passes_valence_checks,internal_steric_clash,bond_lengths,bond_angles,most_extreme_clash_protein,most_extreme_relative_distance_protein
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00030.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00031.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00032.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00033.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00034.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00035.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00036.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00037.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00038.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00039.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00040.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00041.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00042.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00043.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00044.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00045.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00046.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00047.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00048.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00049.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,ledock,stage1,ledock_stage1,decoys_final_00050.sdf,False,missing_receptor,False,False,False,False,False,False,False,
