pdb_id,variant,ph,engine,stage,stage_dir,ligand_file,posebusters_pass,posebusters_reason,mol_pred_loaded,sanitization,passes_valence_checks,internal_steric_clash,bond_lengths,bond_angles,most_extreme_clash_protein,most_extreme_relative_distance_protein
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00019_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00020_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00021_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00022_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00023_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00024_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00025_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00026_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00027_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00028_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00029_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00030_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00031_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00032_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00033_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00034_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00035_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00036_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00037_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00038_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00039_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00040_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00041_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00042_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00043_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00044_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00045_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00046_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00047_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00048_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00049_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,vina,stage1,stage1,decoys_final_00050_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
