file,molecule,position,mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,mol_true_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,ligand_file,pdb_id,variant,ph,engine,stage,stage_dir,posebusters_pass
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00006.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00006_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,29.0,0.8400158115347954,1.0345970695259743,0.0,0.0,43.0,1.1382427127424573,0.0,279.0,0.9307300685403196,0.0,29.0,43.0,279.0,3.0,3.0,0.0037145703151042,0.0,0.0,,0.0,0.0,,11.0,218.1377829034372,41.68739653185384,5.232703432001457,1.493163420393095,4,20,1317.0,C,C,1.7,1.7,3.4,1.493163420393095,3.4,0.43916571188032205,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0618423182774809,,,,decoys_final_00006.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00007.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00007_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,25.0,0.9578790839367284,1.029389230155139,0.0,0.0,38.0,1.0726431402448109,0.0,190.0,1.00100743750122,0.0,25.0,38.0,190.0,1.0,1.0,0.0024157972265412,0.0,0.0,,0.0,0.0,,10.0,182.02455602836437,77.33435757545847,2.353734636649113,2.2515385850568936,1,19,1346.0,O,C,1.55,1.7,3.25,2.2515385850568936,3.25,0.6927811030944289,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0312676586927858,,,,decoys_final_00007.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00008.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00008_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,25.0,0.9576468226463564,1.0283345665804124,0.0,0.0,38.0,1.0727204426147028,0.0,190.0,1.000924190926871,0.0,25.0,38.0,190.0,1.0,1.0,0.0020625305188738,0.0,0.0,,0.0,0.0,,10.0,192.89131826778743,75.35279774643708,2.559842819862756,2.081938759906258,2,5,1409.0,C,N,1.7,1.6,3.3,2.081938759906258,3.3,0.6308905333049267,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0420026251640727,,,,decoys_final_00008.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00009.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00009_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,25.0,0.957734597057828,1.0278854453520403,0.0,0.0,38.0,1.0729895225862829,0.0,190.0,0.9438782349694164,0.0,25.0,38.0,190.0,1.0,1.0,0.0022279569882937,0.0,0.0,,0.0,0.0,,10.0,284.7079356335543,85.23831115237945,3.340140504714899,2.852667874113637,0,1,1643.0,C,O,1.7,1.55,3.25,2.9129366625452042,3.25,0.8962882038600628,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0173003802281368,,,,decoys_final_00009.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00010.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00010_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,25.0,0.9573912146933446,1.0284268342316858,0.0,0.0,38.0,1.0727230631469489,0.0,190.0,1.001317612955588,0.0,25.0,38.0,190.0,1.0,1.0,0.002039120958962,0.0,0.0,,0.0,0.0,,10.0,190.76946277285975,85.3799521954631,2.234358978512017,2.28939664540681,1,17,1333.0,O,O,1.55,1.55,3.1,2.2893966454068106,3.1,0.7385150469054228,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0307865590388586,,,,decoys_final_00010.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00011.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00011_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,24.0,0.9579572308004454,1.0284019178476658,0.0,0.0,36.0,1.0725435010273672,0.0,171.0,1.0010315174159148,0.0,24.0,36.0,171.0,1.0,1.0,0.0014850979536658,0.0,0.0,,0.0,0.0,,11.0,192.0044623341645,73.42935790973043,2.6148187564189658,2.556445579315152,0,5,2167.0,C,C,1.7,1.7,3.4,2.619324722137365,3.4,0.7703896241580485,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.032421875,,,,decoys_final_00011.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00012.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00012_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,25.0,0.9583419603468551,1.0511706128445124,0.0,0.0,38.0,1.0419376223063064,0.0,190.0,0.9432159014172689,0.0,25.0,38.0,190.0,1.0,1.0,0.0022435465450731,0.0,0.0,,0.0,0.0,,11.0,154.96308300340618,71.9661243526411,2.1532781485365504,2.595165312653511,0,17,1643.0,O,O,1.55,1.55,3.1,2.595165312653511,3.1,0.8371501008559712,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0125093353248693,,,,decoys_final_00012.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00013.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00013_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,24.0,0.95758583779248,1.0234639600332518,0.0,0.0,36.0,1.0727799159613856,0.0,171.0,1.000914088096335,0.0,24.0,36.0,171.0,1.0,1.0,0.002354838971632,0.0,0.0,,0.0,0.0,,11.0,167.10027402779752,72.76978414591012,2.2962865149186933,2.5157714522587256,0,14,1409.0,N,N,1.6,1.6,3.2,2.524617594805201,3.2,0.7889429983766253,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0376365054602184,,,,decoys_final_00013.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00014.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00014_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,23.0,0.9579115997183072,1.028313102062849,0.0,0.0,35.0,1.0728044489182669,0.0,173.0,1.0023983533113867,0.0,23.0,35.0,173.0,1.0,1.0,0.0021345625277018,0.0,0.0,,0.0,0.0,,9.0,116.33750102463443,33.90204559979885,3.431577622128049,2.3894587253183497,0,4,1333.0,O,O,1.55,1.55,3.1,2.3894587253183497,3.1,0.7707931371994676,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0228032239040691,,,,decoys_final_00014.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00015.sdf,/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/ledock_stage1/decoys_final_00015_dock001.pdb,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,25.0,0.958061416703231,1.0293870119835484,0.0,0.0,38.0,1.0725475766363566,0.0,190.0,1.0142762244194696,0.0,25.0,38.0,190.0,1.0,1.0,0.0022847470653972,0.0,0.0,,0.0,0.0,,10.0,265.63254328805886,76.73835833964182,3.46153539162744,2.383645317575583,1,24,1666.0,O,C,1.55,1.7,3.25,2.383645317575583,3.25,0.7334293284847948,True,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0380465644520159,,,,decoys_final_00015.sdf,EX4M,HOLO,pH7_0,ledock,stage1,ledock_stage1,True
