pdb_id,variant,ph,engine,stage,stage_dir,ligand_file,posebusters_pass,posebusters_reason,mol_pred_loaded,sanitization,passes_valence_checks,internal_steric_clash,bond_lengths,bond_angles,most_extreme_clash_protein,most_extreme_relative_distance_protein
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00022_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00023_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00024_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00025_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00026_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00027_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00028_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00029_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00030_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00031_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00032_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00033_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00034_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00035_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00036_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00037_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00038_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00039_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00040_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00041_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00042_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00043_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00044_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00045_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00046_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00047_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00048_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00049_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
EX4M,APO,pH7_0,gnina,stage1,gnina_stage1,decoys_final_00050_gnina_stage1.sdf,False,missing_receptor,False,False,False,False,False,False,False,
